dataset,trainer,model,seed,accs,mccs,uai_05,uai_01,uai_cf,uai_ar_05,uai_ar_01
loan,ERM,mlp,55,0.8475,0.6934349677335389,0.334,0.33,0.329,0.181,0.176
loan,ERM,mlp,56,0.8475,0.6954717222611638,0.386,0.381,0.378,0.25,0.247
loan,ERM,mlp,57,0.81,0.6244943891725645,0.367,0.358,0.357,0.266,0.258
adult,ERM,mlp,17,0.8034398034398035,0.5344493513630137,0.22,0.19,0.182,0.044,0.008
adult,ERM,mlp,18,0.7966830466830467,0.5150173012010766,0.242,0.214,0.207,0.033,0.006
adult,ERM,mlp,19,0.8003685503685504,0.5295296213187789,0.164,0.127,0.123,0.038,0.006
lin,CAL,lin,88,0.6025,0.1975575305863108,0.912,0.907,0.904,0.307,0.282
lin,CAL,lin,89,0.58,0.16340302659158484,0.917,0.914,0.909,0.232,0.212
lin,CAL,lin,8,0.56,0.1287760175745253,0.871,0.867,0.865,0.155,0.131
nlm,ERM,mlp,73,0.71,0.40690354047961563,0.568,0.548,0.541,0.407,0.381
nlm,ERM,mlp,74,0.7,0.5132487344594855,0.644,0.627,0.624,0.441,0.394
nlm,ERM,mlp,75,0.6725,0.4019662406651749,0.651,0.632,0.624,0.48,0.442
adult,CAL,mlp,79,0.7996007371007371,0.536979224977582,0.244,0.199,0.188,0.057,0.011
adult,CAL,mlp,7,0.8003685503685504,0.5396220296407157,0.297,0.251,0.235,0.058,0.013
imf,CAPIFY,lin,33,0.7125,0.42942786802986915,0.044,0.009,0.005,0.038,0.007
imf,CAPIFY,lin,34,0.7125,0.422588894873133,0.042,0.015,0.0,0.041,0.014
adult,CAPIFY,mlp,79,0.7943796068796068,0.48004348053021456,0.086,0.041,0.028,0.053,0.013
adult,CAPIFY,mlp,7,0.7635135135135135,0.48820146769308703,0.068,0.029,0.021,0.053,0.013
adult,CAPIFY,mlp,80,0.7800982800982801,0.4995431143841145,0.066,0.027,0.02,0.051,0.006
imf,CAPIFY,lin,89,0.755,0.5088368186119627,0.049,0.018,0.008,0.042,0.007
imf,CAPIFY,lin,8,0.7225,0.4604195116090191,0.052,0.017,0.012,0.043,0.009
imf,CAPIFY,lin,90,0.7225,0.4435589660266745,0.036,0.005,0.004,0.03,0.005
adult,LLR,mlp,39,0.777027027027027,0.48366943853735833,0.202,0.179,0.166,0.038,0.01
adult,LLR,mlp,3,0.7199017199017199,0.457900554675181,0.285,0.259,0.25,0.032,0.009
adult,LLR,mlp,40,0.7347972972972973,0.4486950265799382,0.26,0.236,0.229,0.034,0.006
compas,ROSS,mlp,90,0.665587044534413,0.3363928488364149,0.18,0.15,0.139,0.044,0.009
compas,ROSS,mlp,91,0.6469635627530365,0.32173216207954997,0.216,0.171,0.161,0.051,0.009
compas,ROSS,mlp,92,0.6234817813765182,0.27735230665488125,0.265,0.203,0.19,0.081,0.01
nlm,CAPIFY,mlp,91,0.4275,0.27030007985833593,0.286,0.268,0.266,0.124,0.12
nlm,CAPIFY,mlp,92,0.4275,0.2573260180871556,0.429,0.408,0.403,0.295,0.284
nlm,CAPIFY,mlp,93,0.42,0.22243913025065234,0.377,0.359,0.356,0.228,0.215
compas,ERM,mlp,67,0.682591093117409,0.35967063238116237,0.19,0.164,0.156,0.028,0.011
compas,ERM,mlp,68,0.6785425101214575,0.3550298165125106,0.273,0.232,0.22,0.045,0.015
compas,ERM,mlp,69,0.654251012145749,0.29964679979421494,0.264,0.239,0.236,0.035,0.007
adult,ROSS,mlp,90,0.6598587223587223,0.4004300808190301,0.189,0.099,0.075,0.099,0.025
adult,ROSS,mlp,91,0.6472665847665847,0.3676821518935733,0.151,0.085,0.058,0.078,0.016
adult,ROSS,mlp,92,0.6742936117936118,0.40917406729848416,0.192,0.092,0.078,0.086,0.018
imf,CAL,lin,28,0.6075,0.22117857726470025,0.383,0.372,0.368,0.186,0.181
imf,CAL,lin,29,0.595,0.2516078003192373,0.364,0.349,0.344,0.086,0.075
imf,CAL,lin,2,0.5525,0.1297596517002909,0.281,0.272,0.272,0.068,0.052
compas,CAL,mlp,100,0.6785425101214575,0.3509125253738072,0.215,0.183,0.179,0.043,0.004
compas,CAL,mlp,10,0.668825910931174,0.3304233806297936,0.227,0.194,0.183,0.045,0.006
compas,CAL,mlp,11,0.6817813765182186,0.3626929490551713,0.091,0.059,0.054,0.041,0.006
lin,ERM,lin,31,0.6575,0.25018499984142506,0.379,0.37,0.365,0.168,0.157
lin,ERM,lin,32,0.685,0.3878466469642744,0.493,0.47,0.465,0.208,0.194
lin,ERM,lin,33,0.6975,0.37961942775798035,0.492,0.483,0.483,0.187,0.181
lin,LLR,lin,72,0.6425,0.22074391847476843,0.274,0.274,0.274,0.269,0.269
lin,LLR,lin,73,0.66,0.24122974857914972,0.339,0.338,0.338,0.336,0.336
nlm,ROSS,mlp,48,0.725,0.36775997396336446,0.473,0.442,0.437,0.343,0.306
nlm,ROSS,mlp,49,0.7225,0.42190089806194003,0.526,0.502,0.492,0.399,0.372
nlm,ROSS,mlp,4,0.7525,0.42636418553801586,0.422,0.396,0.388,0.33,0.318
adult,CAPIFY,mlp,3,0.7877764127764127,0.49199509526365937,0.064,0.028,0.02,0.046,0.009
adult,CAPIFY,mlp,40,0.7395577395577395,0.4582247333137174,0.074,0.041,0.032,0.035,0.007
adult,CAPIFY,mlp,41,0.7848587223587223,0.5142547483036579,0.098,0.056,0.052,0.061,0.008
lin,CAPIFY,lin,88,0.6575,0.27513991669072374,0.158,0.129,0.126,0.108,0.1
lin,CAPIFY,lin,89,0.685,0.3180442578995487,0.195,0.171,0.164,0.115,0.107
compas,ROSS,mlp,14,0.6186234817813765,0.231559813553518,0.202,0.161,0.156,0.057,0.011
adult,ERM,mlp,60,0.8039004914004914,0.5302398016551436,0.249,0.223,0.22,0.042,0.012
adult,ERM,mlp,61,0.8015970515970516,0.559985031596704,0.205,0.179,0.173,0.044,0.009
adult,ERM,mlp,62,0.7986793611793612,0.5278844988318849,0.191,0.164,0.156,0.034,0.005
loan,AL,mlp,55,0.8175,0.6338816636638455,0.281,0.276,0.274,0.168,0.164
loan,AL,mlp,56,0.8225,0.6449903123480589,0.305,0.302,0.3,0.183,0.179
loan,AL,mlp,57,0.7675,0.5369276400697497,0.263,0.26,0.26,0.182,0.18
compas,LLR,mlp,4,0.5991902834008097,0.18477666941935492,0.38,0.364,0.358,0.037,0.009
compas,LLR,mlp,50,0.6097165991902834,0.20770356252116962,0.452,0.431,0.426,0.042,0.009
compas,LLR,mlp,51,0.6445344129554655,0.2846034242692741,0.234,0.213,0.208,0.04,0.01
compas,LLR,mlp,52,0.6251012145748988,0.24261294224340355,0.371,0.36,0.351,0.036,0.012
lin,AL,lin,31,0.605,0.2169482511259458,0.935,0.932,0.931,0.27,0.238
lin,AL,lin,32,0.5925,0.18281312697355032,0.892,0.886,0.885,0.345,0.32
lin,AL,lin,33,0.6075,0.230922006438136,0.923,0.918,0.916,0.243,0.223
imf,AL,lin,31,0.665,0.33443098391638054,0.314,0.304,0.3,0.108,0.092
imf,AL,lin,32,0.6125,0.22759876105457696,0.304,0.294,0.285,0.095,0.09
imf,AL,lin,33,0.67,0.33950053807107855,0.293,0.28,0.273,0.103,0.084
loan,LLR,mlp,2,0.695,0.41017652914097336,0.296,0.29,0.288,0.131,0.128
loan,LLR,mlp,30,0.69,0.3754253579773309,0.197,0.191,0.191,0.1,0.096
imf,AL,lin,80,0.65,0.28280587847080285,0.28,0.264,0.259,0.095,0.078
imf,AL,lin,81,0.6075,0.21578092167636692,0.317,0.308,0.305,0.126,0.104
lin,LLR,lin,1,0.62,0.21483730506968995,0.458,0.458,0.458,0.449,0.449
lin,LLR,lin,20,0.545,0.10999732749728149,0.402,0.401,0.401,0.185,0.155
loan,CAPIFY,mlp,89,0.7075,0.40987277959044127,0.201,0.194,0.192,0.137,0.132
loan,CAPIFY,mlp,8,0.6725,0.3506657098143626,0.266,0.256,0.255,0.168,0.161
lin,ERM,lin,7,0.655,0.3027776772935625,0.404,0.388,0.386,0.153,0.143
lin,ERM,lin,80,0.6625,0.31513334839086665,0.516,0.505,0.502,0.208,0.189
lin,ERM,lin,81,0.6525,0.310315657847602,0.468,0.456,0.45,0.183,0.162
loan,AL,mlp,31,0.785,0.569888240261908,0.279,0.273,0.269,0.163,0.161
loan,AL,mlp,32,0.8125,0.6260408565489763,0.312,0.307,0.306,0.192,0.184
loan,AL,mlp,33,0.8175,0.6355269445686884,0.287,0.277,0.277,0.194,0.182
loan,ROSS,mlp,22,0.8175,0.6499229306431719,0.433,0.429,0.428,0.323,0.316
loan,ROSS,mlp,23,0.8425,0.6807300327672772,0.397,0.391,0.39,0.308,0.295
loan,ROSS,mlp,24,0.8425,0.6905723071098403,0.363,0.355,0.354,0.252,0.249
loan,CAL,mlp,25,0.655,0.35912125196021166,0.224,0.22,0.218,0.157,0.153
loan,CAL,mlp,26,0.7025,0.4409604368744471,0.231,0.228,0.228,0.167,0.162
loan,CAL,mlp,27,0.7225,0.44318566200055726,0.254,0.246,0.243,0.189,0.18
adult,ROSS,mlp,51,0.6652334152334153,0.39124105851008906,0.187,0.095,0.07,0.094,0.028
adult,ROSS,mlp,52,0.734029484029484,0.40187376395938296,0.245,0.136,0.103,0.134,0.032
lin,AL,lin,80,0.5925,0.1885210896464237,0.935,0.924,0.923,0.283,0.255
lin,AL,lin,81,0.575,0.1623766415392915,0.937,0.93,0.929,0.254,0.229
lin,AL,lin,82,0.575,0.15205140397316816,0.927,0.925,0.922,0.3,0.279
compas,ROSS,mlp,51,0.6178137651821862,0.22827124646351354,0.386,0.32,0.302,0.091,0.018
compas,AL,mlp,1,0.6850202429149798,0.3643898315085041,0.199,0.169,0.159,0.036,0.007
compas,AL,mlp,20,0.671255060728745,0.33487835464110366,0.168,0.134,0.127,0.028,0.008
loan,CAPIFY,mlp,44,0.7325,0.46598543620271177,0.226,0.226,0.223,0.124,0.122
loan,CAPIFY,mlp,45,0.6975,0.4001357178859025,0.253,0.244,0.244,0.177,0.174
compas,LLR,mlp,12,0.6323886639676113,0.2564502051460262,0.37,0.347,0.344,0.041,0.007
compas,LLR,mlp,13,0.6016194331983805,0.184576986013536,0.264,0.236,0.228,0.047,0.011
lin,CAPIFY,lin,45,0.5825,0.2570372010416863,0.152,0.133,0.127,0.043,0.04
lin,CAPIFY,lin,46,0.585,0.19944160753467996,0.208,0.173,0.16,0.069,0.063
lin,CAPIFY,lin,47,0.6575,0.2626360883277692,0.202,0.174,0.165,0.117,0.109
compas,CAPIFY,mlp,25,0.6242914979757085,0.24136522490721096,0.07,0.038,0.032,0.036,0.009
compas,CAPIFY,mlp,59,0.6242914979757085,0.24330800771717873,0.08,0.03,0.024,0.058,0.013
compas,CAPIFY,mlp,5,0.6137651821862348,0.22352881397847613,0.057,0.016,0.007,0.042,0.007
lin,ROSS,lin,30,0.68,0.33079432773723794,0.455,0.43,0.421,0.102,0.091
lin,ROSS,lin,31,0.7,0.36467356450789046,0.496,0.477,0.473,0.112,0.102
loan,ROSS,mlp,55,0.8225,0.652527192650266,0.35,0.343,0.342,0.233,0.226
loan,ROSS,mlp,56,0.8025,0.6126895435565478,0.425,0.42,0.42,0.306,0.3
compas,AL,mlp,75,0.671255060728745,0.3436091147773139,0.174,0.143,0.134,0.039,0.012
compas,AL,mlp,76,0.676923076923077,0.345265453886538,0.193,0.167,0.161,0.055,0.008
loan,ROSS,mlp,93,0.8225,0.6472616311850707,0.325,0.317,0.315,0.191,0.18
loan,ROSS,mlp,94,0.8,0.6006302798866651,0.315,0.309,0.308,0.226,0.218
nlm,CAL,mlp,64,0.3675,0.1995596419296781,0.664,0.646,0.643,0.309,0.284
nlm,CAL,mlp,65,0.285,0.16415269654937484,0.373,0.357,0.351,0.224,0.212
loan,ERM,mlp,7,0.84,0.6801600234041508,0.415,0.409,0.405,0.274,0.267
loan,ERM,mlp,80,0.8625,0.7219648551383028,0.339,0.334,0.333,0.176,0.17
loan,ERM,mlp,81,0.8475,0.6972547900601352,0.378,0.373,0.372,0.257,0.252
adult,CAL,mlp,15,0.8008292383292384,0.5137499156724309,0.27,0.241,0.234,0.051,0.012
adult,CAL,mlp,16,0.7951474201474201,0.5150642745182834,0.215,0.173,0.163,0.039,0.01
adult,CAPIFY,mlp,19,0.7784090909090909,0.4819838431051595,0.06,0.028,0.022,0.033,0.008
adult,CAPIFY,mlp,1,0.7808660933660934,0.49333319554927585,0.057,0.028,0.018,0.04,0.013
adult,CAPIFY,mlp,20,0.764588452088452,0.4659064853487719,0.068,0.025,0.017,0.045,0.009
nlm,LLR,mlp,42,0.425,0.25643434145711697,0.46,0.456,0.456,0.137,0.119
nlm,LLR,mlp,43,0.405,0.24980294786880677,0.34,0.329,0.327,0.135,0.109
nlm,AL,mlp,22,0.56,0.3452578540643212,0.572,0.547,0.542,0.412,0.397
nlm,AL,mlp,23,0.5625,0.35155270871374816,0.578,0.565,0.56,0.399,0.382
nlm,AL,mlp,24,0.595,0.38338279681921805,0.512,0.494,0.49,0.321,0.31
loan,LLR,mlp,55,0.6825,0.36714970670742464,0.264,0.256,0.253,0.085,0.076
loan,LLR,mlp,56,0.7325,0.4696411988358428,0.342,0.328,0.326,0.173,0.162
loan,LLR,mlp,57,0.6525,0.3199378628973617,0.273,0.265,0.264,0.109,0.103
nlm,CAL,mlp,17,0.315,0.15556744324936975,0.577,0.561,0.551,0.256,0.241
nlm,CAL,mlp,18,0.34,0.19321175119881484,0.283,0.263,0.26,0.212,0.211
adult,ROSS,mlp,22,0.710534398034398,0.4301175831442942,0.251,0.127,0.097,0.131,0.031
adult,ROSS,mlp,23,0.6755221130221131,0.40469962323852404,0.164,0.091,0.071,0.088,0.022
adult,CAL,mlp,69,0.7999078624078624,0.5246685892701769,0.215,0.176,0.168,0.05,0.009
adult,CAL,mlp,6,0.788544226044226,0.5141308710630745,0.236,0.185,0.171,0.055,0.014
adult,CAL,mlp,70,0.8026719901719902,0.537057388641793,0.176,0.139,0.136,0.044,0.012
lin,CAL,lin,48,0.5525,0.11158000679899255,0.932,0.928,0.925,0.314,0.294
lin,CAL,lin,49,0.6075,0.1987368946637877,0.901,0.896,0.896,0.338,0.314
nlm,CAPIFY,mlp,49,0.455,0.294352177315309,0.304,0.288,0.285,0.199,0.191
nlm,CAPIFY,mlp,4,0.42,0.25305111437267913,0.285,0.271,0.268,0.084,0.073
nlm,CAPIFY,mlp,50,0.425,0.25905452578954696,0.374,0.358,0.352,0.251,0.239
compas,ROSS,mlp,73,0.665587044534413,0.3288287721789093,0.19,0.155,0.14,0.048,0.008
compas,ROSS,mlp,74,0.6396761133603239,0.2710931124672247,0.195,0.156,0.142,0.059,0.015
loan,ERM,mlp,35,0.8825,0.7664468871493855,0.409,0.402,0.401,0.263,0.251
loan,ERM,mlp,36,0.8525,0.7041760307005277,0.385,0.38,0.378,0.25,0.246
loan,ERM,mlp,37,0.87,0.739865372811833,0.32,0.316,0.314,0.184,0.18
loan,CAL,mlp,2,0.695,0.4170811700754924,0.259,0.255,0.254,0.217,0.213
adult,LLR,mlp,81,0.7387899262899262,0.46786864682236173,0.204,0.185,0.179,0.036,0.013
adult,LLR,mlp,82,0.7424754299754299,0.47399019212853655,0.252,0.231,0.22,0.027,0.007
adult,LLR,mlp,83,0.7352579852579852,0.4719389704429653,0.282,0.257,0.241,0.043,0.01
adult,LLR,mlp,88,0.7642813267813268,0.4886424867614471,0.268,0.237,0.227,0.054,0.008
adult,CAL,mlp,43,0.7949938574938575,0.5226133168520729,0.244,0.204,0.195,0.049,0.015
adult,CAL,mlp,44,0.8049754299754299,0.5312077103274727,0.257,0.221,0.212,0.044,0.015
nlm,LLR,mlp,71,0.42,0.26566517332161455,0.352,0.327,0.317,0.219,0.208
nlm,LLR,mlp,72,0.6975,0.26378005473554583,0.364,0.364,0.364,0.364,0.364
nlm,LLR,mlp,73,0.4075,0.2557744333346544,0.414,0.402,0.399,0.226,0.206
compas,LLR,mlp,83,0.6307692307692307,0.26145094027216764,0.291,0.277,0.275,0.03,0.004
compas,LLR,mlp,88,0.617004048582996,0.22008676999129909,0.369,0.346,0.337,0.058,0.017
compas,CAL,mlp,31,0.6615384615384615,0.31764907597709335,0.136,0.098,0.09,0.042,0.007
compas,CAL,mlp,32,0.6736842105263158,0.3388734563362522,0.116,0.084,0.08,0.042,0.004
compas,CAL,mlp,33,0.68582995951417,0.36217419554196156,0.17,0.138,0.125,0.046,0.01
compas,AL,mlp,70,0.674493927125506,0.34397507281763273,0.192,0.159,0.148,0.053,0.009
loan,CAPIFY,mlp,6,0.69,0.3883393840979047,0.173,0.167,0.165,0.092,0.087
loan,CAPIFY,mlp,70,0.695,0.41318133565848686,0.266,0.26,0.259,0.193,0.185
adult,AL,mlp,5,0.8109643734643734,0.5605156723839843,0.194,0.176,0.176,0.026,0.005
adult,AL,mlp,60,0.8062039312039312,0.5381478190959411,0.227,0.201,0.197,0.042,0.005
adult,AL,mlp,61,0.8077395577395577,0.5545175319179823,0.224,0.199,0.196,0.037,0.005
compas,CAL,mlp,60,0.6809716599190283,0.3579425504144337,0.092,0.069,0.06,0.038,0.008
compas,CAL,mlp,61,0.6923076923076923,0.38669704428449697,0.156,0.119,0.107,0.044,0.009
loan,CAL,mlp,59,0.64,0.3218765601344805,0.267,0.258,0.257,0.201,0.194
loan,CAL,mlp,5,0.6225,0.3440836896019419,0.2,0.195,0.192,0.145,0.139
nlm,ERM,mlp,8,0.7275,0.3919849353201593,0.559,0.534,0.526,0.4,0.371
nlm,ERM,mlp,90,0.69,0.4548921200620543,0.646,0.633,0.627,0.425,0.38
nlm,ERM,mlp,91,0.6675,0.33946864002135013,0.576,0.557,0.551,0.411,0.366
compas,ERM,mlp,19,0.654251012145749,0.2981271747056281,0.243,0.212,0.206,0.045,0.01
compas,ERM,mlp,1,0.682591093117409,0.3581832130935554,0.255,0.229,0.221,0.036,0.013
compas,ERM,mlp,20,0.6704453441295547,0.3330403061894716,0.178,0.153,0.147,0.031,0.01
imf,ROSS,lin,39,0.74,0.48509360373424554,0.038,0.014,0.009,0.032,0.009
imf,ROSS,lin,3,0.71,0.4216115695267446,0.055,0.029,0.024,0.037,0.016
imf,ROSS,lin,40,0.7275,0.45704558493408803,0.049,0.029,0.022,0.031,0.008
lin,ROSS,lin,81,0.66,0.32630483455579845,0.479,0.462,0.456,0.118,0.115
lin,ROSS,lin,82,0.7125,0.44155356103793614,0.411,0.378,0.374,0.12,0.107
imf,LLR,lin,70,0.695,0.3927006436979307,0.082,0.066,0.061,0.045,0.027
imf,LLR,lin,71,0.6975,0.40800038452699605,0.159,0.149,0.143,0.062,0.053
compas,CAPIFY,mlp,92,0.637246963562753,0.2665753088207398,0.057,0.026,0.015,0.044,0.012
compas,CAPIFY,mlp,93,0.6275303643724697,0.2530097893969689,0.069,0.035,0.027,0.047,0.008
compas,ROSS,mlp,15,0.6291497975708502,0.2371022733577662,0.16,0.123,0.114,0.043,0.009
compas,ROSS,mlp,17,0.6574898785425102,0.30174734265408326,0.213,0.167,0.15,0.069,0.014
compas,ROSS,mlp,30,0.6040485829959514,0.26122728780707444,0.18,0.14,0.128,0.041,0.007
nlm,LLR,mlp,97,0.76,0.3200849678077531,0.277,0.277,0.277,0.276,0.276
nlm,LLR,mlp,98,0.415,0.2342359955410096,0.528,0.512,0.508,0.26,0.241
nlm,CAL,mlp,92,0.3125,0.16817286992315536,0.557,0.536,0.531,0.239,0.221
nlm,CAL,mlp,93,0.3275,0.17697363427509674,0.513,0.492,0.488,0.253,0.231
compas,ERM,mlp,49,0.6704453441295547,0.3464763397139186,0.24,0.206,0.195,0.048,0.008
compas,ERM,mlp,4,0.6647773279352227,0.324221132578201,0.145,0.113,0.103,0.047,0.009
compas,ERM,mlp,50,0.6882591093117408,0.36174571283567697,0.171,0.14,0.132,0.046,0.009
lin,LLR,lin,45,0.5825,0.20501243634940608,0.426,0.426,0.426,0.166,0.127
lin,LLR,lin,46,0.665,0.2843421925010485,0.296,0.295,0.295,0.294,0.294
nlm,ROSS,mlp,60,0.715,0.4453605464544304,0.579,0.557,0.551,0.434,0.405
nlm,ROSS,mlp,61,0.7125,0.44359708847398954,0.556,0.539,0.534,0.393,0.366
nlm,ROSS,mlp,62,0.6825,0.3262087131280843,0.555,0.533,0.526,0.378,0.348
nlm,CAPIFY,mlp,26,0.385,0.2377062717291658,0.272,0.256,0.252,0.159,0.155
nlm,CAPIFY,mlp,27,0.4575,0.2867459437450476,0.399,0.38,0.375,0.246,0.234
nlm,CAPIFY,mlp,28,0.3975,0.24793478814019396,0.426,0.405,0.403,0.317,0.31
imf,CAL,lin,92,0.555,0.1718101471168463,0.376,0.369,0.365,0.188,0.176
imf,CAL,lin,93,0.5675,0.19743257621407936,0.256,0.252,0.248,0.056,0.039
adult,AL,mlp,90,0.8094287469287469,0.5342595935779084,0.185,0.163,0.158,0.031,0.006
adult,AL,mlp,91,0.7937653562653563,0.5300059030222873,0.226,0.196,0.192,0.047,0.01
imf,CAL,lin,40,0.545,0.15176468220994357,0.201,0.198,0.196,0.039,0.029
imf,CAL,lin,41,0.5825,0.196240967855934,0.27,0.263,0.26,0.062,0.05
imf,CAL,lin,63,0.595,0.20968278887762556,0.396,0.384,0.382,0.097,0.086
imf,CAL,lin,64,0.6,0.21583773625220373,0.307,0.295,0.294,0.08,0.061
imf,CAL,lin,65,0.63,0.2818301111423057,0.358,0.35,0.348,0.161,0.148
adult,CAPIFY,mlp,68,0.7817874692874693,0.47849070070903116,0.048,0.025,0.02,0.03,0.003
adult,CAPIFY,mlp,69,0.7773341523341524,0.4777172373629157,0.069,0.025,0.017,0.048,0.007
adult,CAPIFY,mlp,6,0.7751842751842751,0.4983322677887774,0.055,0.028,0.023,0.042,0.003
adult,CAL,mlp,80,0.7960687960687961,0.5283952632673131,0.229,0.182,0.17,0.054,0.016
adult,CAL,mlp,98,0.7936117936117936,0.5327716812943353,0.229,0.191,0.182,0.048,0.006
loan,CAPIFY,mlp,15,0.7275,0.45328834280454494,0.239,0.232,0.232,0.121,0.118
loan,CAPIFY,mlp,16,0.6725,0.35312317979068525,0.204,0.193,0.189,0.121,0.113
loan,CAPIFY,mlp,17,0.7275,0.46880288500879236,0.241,0.235,0.232,0.118,0.114
lin,AL,lin,22,0.62,0.25056950744168266,0.93,0.926,0.926,0.331,0.301
lin,AL,lin,23,0.5575,0.12730582906229893,0.939,0.933,0.931,0.27,0.24
lin,AL,lin,24,0.5825,0.16406407540346388,0.9,0.89,0.889,0.328,0.302
lin,CAPIFY,lin,73,0.5875,0.20706310296762084,0.163,0.125,0.114,0.069,0.065
lin,ERM,lin,13,0.6375,0.28380081048958417,0.447,0.436,0.428,0.183,0.17
lin,ERM,lin,29,0.7125,0.3917806119493239,0.528,0.519,0.515,0.207,0.192
nlm,ROSS,mlp,95,0.655,0.3725745223574526,0.535,0.523,0.518,0.468,0.452
nlm,ROSS,mlp,96,0.68,0.39268389758944655,0.562,0.54,0.534,0.423,0.403
loan,CAL,mlp,93,0.6675,0.3725543149131996,0.227,0.219,0.219,0.162,0.156
loan,CAL,mlp,94,0.6425,0.2969626000842576,0.269,0.265,0.263,0.212,0.207
compas,ERM,mlp,7,0.6906882591093118,0.3820704761836409,0.216,0.182,0.177,0.036,0.004
compas,ERM,mlp,80,0.6850202429149798,0.3662925545153725,0.169,0.133,0.127,0.049,0.009
compas,ERM,mlp,81,0.7004048582995951,0.39988488867791716,0.213,0.175,0.169,0.03,0.006
imf,CAPIFY,lin,69,0.7425,0.4837364086015544,0.04,0.006,0.0,0.039,0.006
imf,CAPIFY,lin,6,0.705,0.41153921609267413,0.045,0.007,0.002,0.041,0.006
nlm,CAPIFY,mlp,69,0.46,0.14481692309982483,0.434,0.411,0.406,0.176,0.172
nlm,CAPIFY,mlp,6,0.4475,0.2780875033754208,0.413,0.386,0.38,0.273,0.263
nlm,CAPIFY,mlp,70,0.39,0.23904283524217232,0.458,0.439,0.439,0.345,0.321
nlm,LLR,mlp,4,0.415,0.24923715370762284,0.432,0.406,0.406,0.17,0.155
nlm,LLR,mlp,56,0.425,0.26843398864823226,0.34,0.328,0.322,0.265,0.257
nlm,AL,mlp,52,0.595,0.3676842293116128,0.522,0.511,0.507,0.345,0.329
nlm,AL,mlp,53,0.585,0.32871912932571284,0.564,0.548,0.547,0.389,0.371
imf,LLR,lin,21,0.7175,0.4530333378893934,0.129,0.117,0.116,0.056,0.038
imf,LLR,lin,22,0.665,0.3150054322240207,0.217,0.196,0.193,0.081,0.064
imf,LLR,lin,23,0.685,0.37186399164590844,0.088,0.056,0.05,0.052,0.021
imf,LLR,lin,24,0.6925,0.38538971705512776,0.298,0.28,0.278,0.115,0.101
nlm,AL,mlp,93,0.545,0.318452005075615,0.548,0.536,0.53,0.377,0.361
nlm,AL,mlp,94,0.6075,0.39575532099911415,0.55,0.532,0.529,0.353,0.336
nlm,AL,mlp,95,0.595,0.32195374825239503,0.541,0.525,0.522,0.345,0.322
nlm,ERM,mlp,1,0.7175,0.33457888892707693,0.535,0.504,0.501,0.381,0.345
nlm,ERM,mlp,20,0.7625,0.4837071653242208,0.556,0.533,0.526,0.396,0.368
nlm,ERM,mlp,21,0.775,0.5062315354341483,0.539,0.512,0.503,0.365,0.335
loan,ROSS,mlp,31,0.83,0.6640853818032918,0.344,0.337,0.334,0.237,0.228
loan,ROSS,mlp,32,0.8275,0.6767638172318785,0.396,0.381,0.38,0.278,0.263
loan,ROSS,mlp,33,0.85,0.7010631644777986,0.405,0.402,0.401,0.285,0.281
compas,CAL,mlp,92,0.702834008097166,0.3925979950881655,0.17,0.141,0.129,0.048,0.012
compas,CAL,mlp,93,0.6753036437246963,0.34724230784470644,0.161,0.131,0.123,0.045,0.014
lin,ERM,lin,45,0.685,0.35517547348147194,0.528,0.513,0.511,0.195,0.181
lin,ERM,lin,46,0.685,0.32439662406608033,0.418,0.398,0.395,0.164,0.154
imf,ROSS,lin,69,0.7375,0.4739210050524667,0.046,0.019,0.015,0.035,0.01
imf,ERM,lin,82,0.72,0.4435230647676138,0.06,0.041,0.039,0.035,0.022
imf,LLR,lin,13,0.65,0.2941052777576274,0.345,0.339,0.337,0.145,0.134
imf,LLR,lin,16,0.6975,0.3954173267623892,0.08,0.058,0.054,0.042,0.029
compas,ROSS,mlp,41,0.6137651821862348,0.2271550438725979,0.21,0.153,0.14,0.069,0.008
compas,ROSS,mlp,42,0.5716599190283401,0.1916866961863343,0.225,0.167,0.151,0.064,0.014
compas,LLR,mlp,30,0.6032388663967612,0.19870600080650527,0.442,0.423,0.417,0.042,0.009
compas,LLR,mlp,31,0.6048582995951417,0.2002192950620978,0.269,0.249,0.245,0.04,0.012
compas,AL,mlp,58,0.668825910931174,0.32656891411748823,0.207,0.176,0.163,0.041,0.017
compas,AL,mlp,59,0.6607287449392713,0.3132761390040841,0.173,0.135,0.128,0.053,0.006
compas,AL,mlp,5,0.6704453441295547,0.3404529313855595,0.178,0.138,0.126,0.046,0.01
loan,AL,mlp,90,0.8275,0.6566604927210198,0.337,0.328,0.328,0.172,0.155
loan,AL,mlp,91,0.8375,0.6785763119720011,0.268,0.265,0.263,0.18,0.173
loan,AL,mlp,92,0.83,0.6655050919775815,0.323,0.318,0.316,0.206,0.204
imf,ERM,lin,19,0.7475,0.49265133677072914,0.056,0.013,0.011,0.033,0.007
imf,ERM,lin,1,0.7475,0.4950556968990279,0.038,0.014,0.01,0.033,0.01
lin,CAPIFY,lin,57,0.635,0.23971455134705852,0.17,0.127,0.121,0.082,0.073
lin,CAPIFY,lin,58,0.5775,0.24261665548546077,0.193,0.162,0.153,0.084,0.072
imf,ERM,lin,51,0.72,0.4469482564356876,0.048,0.017,0.016,0.028,0.01
