dataset,trainer,model,seed,accs,mccs,uai_05,uai_01,uai_cf,uai_ar_05,uai_ar_01
imf,AL,lin,58,0.5925,0.19778951775813808,0.282,0.263,0.261,0.104,0.094
imf,AL,lin,59,0.5925,0.19778951775813808,0.265,0.254,0.248,0.104,0.087
loan,LLR,mlp,74,0.7225,0.4549595362053168,0.246,0.238,0.236,0.116,0.109
loan,LLR,mlp,75,0.6775,0.35358179591414074,0.247,0.24,0.237,0.103,0.095
loan,CAPIFY,mlp,14,0.725,0.4568016425381315,0.216,0.204,0.203,0.098,0.092
adult,LLR,mlp,55,0.7704238329238329,0.47996228304420335,0.211,0.179,0.173,0.039,0.008
adult,AL,mlp,51,0.8023648648648649,0.5362889004078379,0.189,0.17,0.163,0.028,0.005
adult,AL,mlp,52,0.8000614250614251,0.5387250594780408,0.227,0.191,0.182,0.036,0.006
nlm,AL,mlp,82,0.575,0.3271630364409622,0.574,0.549,0.549,0.385,0.36
nlm,AL,mlp,83,0.515,0.32660908402900857,0.596,0.583,0.58,0.41,0.39
imf,CAL,lin,17,0.5525,0.1491627243541352,0.273,0.262,0.26,0.057,0.047
imf,CAL,lin,18,0.5675,0.162304148627906,0.261,0.252,0.251,0.057,0.045
compas,AL,mlp,27,0.6939271255060728,0.3777159719295985,0.139,0.108,0.1,0.036,0.008
compas,AL,mlp,28,0.6931174089068826,0.38783459625065575,0.173,0.137,0.126,0.051,0.01
nlm,ERM,mlp,5,0.685,0.40885639776326604,0.586,0.562,0.559,0.392,0.358
nlm,ERM,mlp,60,0.735,0.43252296264935075,0.54,0.518,0.513,0.408,0.374
imf,CAL,lin,42,0.585,0.18389242812245682,0.268,0.262,0.261,0.056,0.048
imf,CAL,lin,43,0.5625,0.14828573632080524,0.349,0.342,0.341,0.166,0.157
loan,ERM,mlp,82,0.8625,0.7258118809258324,0.324,0.316,0.315,0.221,0.212
loan,ERM,mlp,83,0.8225,0.646366895377955,0.377,0.37,0.369,0.277,0.268
loan,CAPIFY,mlp,75,0.685,0.3671837734974152,0.212,0.203,0.201,0.141,0.134
loan,CAPIFY,mlp,76,0.695,0.4172499152332944,0.25,0.246,0.244,0.17,0.169
adult,ROSS,mlp,47,0.7573710073710074,0.36894521751936366,0.332,0.19,0.151,0.176,0.043
adult,ROSS,mlp,48,0.682585995085995,0.4062451759909936,0.178,0.102,0.071,0.096,0.031
compas,ERM,mlp,36,0.6680161943319838,0.32506948491743587,0.178,0.14,0.133,0.06,0.011
compas,ERM,mlp,37,0.6963562753036437,0.39042694745459205,0.173,0.134,0.125,0.042,0.011
adult,LLR,mlp,59,0.789465601965602,0.4685224055147272,0.203,0.18,0.169,0.048,0.01
adult,LLR,mlp,5,0.7638206388206388,0.47053461168602834,0.227,0.2,0.193,0.045,0.011
adult,LLR,mlp,54,0.7343366093366094,0.4706426212629849,0.264,0.233,0.225,0.049,0.005
nlm,ERM,mlp,46,0.6725,0.40452119684890403,0.623,0.599,0.59,0.45,0.422
nlm,ERM,mlp,47,0.7,0.39698643342477,0.561,0.543,0.538,0.375,0.343
loan,ERM,mlp,20,0.8275,0.6563880875543574,0.325,0.317,0.316,0.203,0.198
loan,ERM,mlp,21,0.845,0.6875627741011044,0.353,0.348,0.347,0.258,0.253
nlm,ROSS,mlp,97,0.685,0.38458960277776116,0.561,0.537,0.53,0.412,0.377
adult,ROSS,mlp,67,0.7043918918918919,0.40177945494836065,0.246,0.143,0.112,0.125,0.038
adult,ROSS,mlp,68,0.6515663390663391,0.36759817223586994,0.186,0.091,0.063,0.088,0.025
loan,CAPIFY,mlp,51,0.705,0.41641892401729325,0.193,0.185,0.184,0.133,0.128
loan,CAPIFY,mlp,40,0.715,0.42863423634226855,0.174,0.165,0.164,0.115,0.106
loan,CAPIFY,mlp,43,0.655,0.31001181953822426,0.247,0.237,0.235,0.146,0.139
loan,CAPIFY,mlp,50,0.72,0.4399741018345638,0.251,0.244,0.243,0.178,0.171
loan,CAPIFY,mlp,58,0.7,0.39965979136187724,0.185,0.179,0.177,0.122,0.118
imf,ROSS,lin,70,0.69,0.38158908332954933,0.042,0.01,0.006,0.038,0.006
lin,CAPIFY,lin,79,0.6275,0.19053572759897355,0.19,0.165,0.157,0.113,0.099
lin,CAPIFY,lin,7,0.6025,0.1961289152904486,0.205,0.175,0.171,0.075,0.065
loan,LLR,mlp,31,0.645,0.29421940660081597,0.325,0.316,0.315,0.134,0.122
loan,LLR,mlp,32,0.7375,0.47415079717152875,0.31,0.305,0.304,0.203,0.196
lin,CAL,lin,76,0.5825,0.1876637937985351,0.907,0.9,0.9,0.218,0.203
compas,CAPIFY,mlp,7,0.637246963562753,0.2651232364144381,0.058,0.03,0.024,0.041,0.009
compas,CAPIFY,mlp,80,0.6129554655870445,0.21892454207717918,0.065,0.02,0.014,0.055,0.011
compas,CAPIFY,mlp,11,0.6299595141700405,0.26710994083749573,0.066,0.027,0.02,0.046,0.01
compas,CAPIFY,mlp,12,0.6356275303643725,0.26198508890097755,0.049,0.017,0.005,0.038,0.011
compas,LLR,mlp,57,0.6064777327935222,0.20354303403646035,0.399,0.382,0.381,0.05,0.007
compas,LLR,mlp,58,0.620242914979757,0.22010847536697278,0.342,0.323,0.32,0.034,0.01
loan,AL,mlp,62,0.795,0.5910804632890486,0.251,0.246,0.244,0.168,0.162
loan,AL,mlp,63,0.8175,0.6366721754194068,0.243,0.233,0.232,0.137,0.129
nlm,SENSEI,nlm,0,0.7699999809265137,0.0,0.0,0.0,0.0,0.0,0.0
nlm,LLR,mlp,82,0.38,0.22212346273576866,0.373,0.364,0.363,0.131,0.109
nlm,LLR,mlp,83,0.635,0.1765557543603177,0.393,0.393,0.393,0.393,0.393
adult,ROSS,mlp,13,0.6672297297297297,0.4092190279863266,0.183,0.076,0.055,0.089,0.021
adult,ROSS,mlp,14,0.6747542997542998,0.40248181964703256,0.189,0.098,0.074,0.088,0.031
compas,CAL,mlp,1,0.6834008097165992,0.3561159431959046,0.16,0.13,0.121,0.035,0.007
compas,CAL,mlp,20,0.6663967611336032,0.3283151446993028,0.169,0.14,0.133,0.049,0.012
adult,ROSS,mlp,17,0.6543304668304668,0.38395099722080706,0.151,0.086,0.053,0.085,0.029
adult,ROSS,mlp,18,0.6808968058968059,0.41373640302179054,0.197,0.094,0.074,0.1,0.021
adult,ROSS,mlp,21,0.6842751842751843,0.41292411093504766,0.202,0.124,0.09,0.098,0.034
compas,ERM,mlp,78,0.6785425101214575,0.35360481448783126,0.224,0.2,0.194,0.034,0.006
compas,ERM,mlp,79,0.6704453441295547,0.33368765428026637,0.178,0.138,0.134,0.044,0.011
compas,ROSS,mlp,16,0.5271255060728745,0.210806897139252,0.186,0.156,0.149,0.038,0.008
lin,AL,lin,38,0.6225,0.27003036016754084,0.876,0.869,0.867,0.17,0.141
lin,AL,lin,39,0.5775,0.1820945901897041,0.877,0.873,0.87,0.168,0.146
lin,AL,lin,3,0.635,0.2582444395207795,0.941,0.937,0.934,0.236,0.222
loan,ROSS,mlp,45,0.8325,0.6678456171967159,0.392,0.39,0.39,0.272,0.262
loan,ROSS,mlp,46,0.85,0.6997751331579812,0.341,0.336,0.336,0.269,0.265
compas,CAL,mlp,48,0.6631578947368421,0.30098228205270433,0.142,0.112,0.106,0.038,0.006
compas,CAL,mlp,49,0.6882591093117408,0.3684663914914323,0.139,0.101,0.092,0.049,0.012
nlm,CAPIFY,mlp,11,0.265,0.1404941171693289,0.295,0.284,0.281,0.214,0.203
nlm,CAPIFY,mlp,12,0.4525,0.279740897357667,0.403,0.384,0.377,0.243,0.233
compas,CAPIFY,mlp,27,0.654251012145749,0.2976118557345345,0.039,0.012,0.01,0.032,0.006
compas,CAPIFY,mlp,2,0.6267206477732794,0.2508199060879009,0.061,0.032,0.021,0.036,0.007
compas,CAPIFY,mlp,30,0.6153846153846154,0.22912138675239407,0.032,0.009,0.005,0.023,0.005
lin,LLR,lin,47,0.67,0.2704493615131253,0.309,0.309,0.309,0.308,0.308
lin,LLR,lin,48,0.5375,0.16009739647531418,0.295,0.295,0.295,0.131,0.09
adult,CAPIFY,mlp,61,0.7863943488943489,0.48663490692403866,0.051,0.02,0.012,0.034,0.01
adult,CAPIFY,mlp,62,0.789004914004914,0.49076742062152034,0.092,0.043,0.028,0.056,0.014
compas,CAL,mlp,62,0.680161943319838,0.3471803668785326,0.129,0.099,0.092,0.045,0.007
compas,CAL,mlp,63,0.6842105263157895,0.35666108327663776,0.134,0.095,0.085,0.052,0.009
loan,LLR,mlp,22,0.7025,0.4041962523502741,0.237,0.232,0.232,0.167,0.161
loan,LLR,mlp,23,0.695,0.38366915601559876,0.234,0.228,0.224,0.12,0.116
compas,ROSS,mlp,26,0.6396761133603239,0.2767374357774403,0.21,0.173,0.161,0.056,0.011
compas,ROSS,mlp,27,0.622672064777328,0.3093620449381065,0.126,0.085,0.078,0.05,0.006
loan,AL,mlp,3,0.8125,0.6178676549864341,0.235,0.232,0.232,0.146,0.142
loan,AL,mlp,40,0.82,0.6397129188570702,0.232,0.23,0.229,0.125,0.121
compas,ROSS,mlp,3,0.5481781376518219,0.2059923784588076,0.184,0.161,0.153,0.031,0.008
compas,ROSS,mlp,40,0.6388663967611335,0.26767808276207194,0.21,0.167,0.156,0.038,0.008
compas,CAL,mlp,51,0.6663967611336032,0.3216780498660497,0.12,0.086,0.083,0.043,0.007
compas,CAL,mlp,52,0.6591093117408907,0.31274619444096596,0.162,0.126,0.114,0.04,0.007
compas,CAL,mlp,59,0.676923076923077,0.33548909474031197,0.091,0.065,0.055,0.045,0.015
nlm,ERM,mlp,67,0.6925,0.4131576358852173,0.596,0.569,0.565,0.41,0.359
nlm,ERM,mlp,68,0.7175,0.4487986336169848,0.56,0.539,0.531,0.393,0.362
compas,ROSS,mlp,89,0.6186234817813765,0.229663182778103,0.242,0.19,0.179,0.065,0.015
compas,ROSS,mlp,8,0.654251012145749,0.3007550146650273,0.214,0.168,0.155,0.065,0.016
compas,AL,mlp,56,0.6882591093117408,0.3730072230240303,0.177,0.146,0.135,0.047,0.009
compas,AL,mlp,57,0.671255060728745,0.3424597619058189,0.246,0.218,0.205,0.05,0.015
loan,LLR,mlp,47,0.7175,0.4356594339685272,0.266,0.263,0.261,0.158,0.154
loan,LLR,mlp,48,0.7275,0.4820219117610457,0.302,0.288,0.286,0.168,0.153
lin,ERM,lin,9,0.6875,0.3556976839281677,0.443,0.425,0.42,0.187,0.17
lin,LLR,lin,0,0.6425,0.2373355776782383,0.387,0.387,0.387,0.386,0.386
loan,CAL,mlp,68,0.6425,0.35679920498328555,0.271,0.265,0.264,0.195,0.192
loan,CAL,mlp,69,0.6925,0.3812129779043492,0.283,0.277,0.274,0.218,0.21
imf,CAL,lin,71,0.615,0.23513418439893183,0.49,0.479,0.475,0.161,0.142
loan,ERM,mlp,9,0.87,0.7410817262959597,0.336,0.334,0.334,0.217,0.215
loan,LLR,mlp,0,0.63,0.26308665941706594,0.219,0.211,0.211,0.093,0.083
loan,CAPIFY,mlp,94,0.675,0.35961694439306563,0.19,0.182,0.18,0.096,0.093
loan,CAPIFY,mlp,95,0.69,0.379993573250504,0.235,0.225,0.223,0.159,0.149
compas,ERM,mlp,40,0.6874493927125506,0.3688835160612419,0.237,0.212,0.202,0.029,0.006
compas,ERM,mlp,41,0.6834008097165992,0.360397203555987,0.2,0.172,0.163,0.046,0.007
nlm,AL,mlp,18,0.495,0.31873638850321184,0.574,0.551,0.542,0.4,0.386
nlm,LLR,mlp,40,0.4375,0.27999578692894683,0.408,0.391,0.387,0.198,0.191
nlm,LLR,mlp,41,0.4575,0.27692610944599966,0.412,0.404,0.401,0.123,0.106
compas,CAPIFY,mlp,90,0.6291497975708502,0.2780929483836193,0.045,0.018,0.012,0.027,0.003
compas,CAL,mlp,97,0.668825910931174,0.3359149611885658,0.12,0.075,0.067,0.051,0.012
compas,CAL,mlp,98,0.659919028340081,0.31760428556100123,0.166,0.118,0.109,0.045,0.007
imf,ROSS,lin,30,0.6975,0.4158138548512777,0.053,0.023,0.022,0.037,0.011
imf,ROSS,lin,31,0.7275,0.46044632241820205,0.034,0.012,0.0,0.034,0.012
nlm,LLR,mlp,78,0.4325,0.26436307295072103,0.583,0.566,0.563,0.517,0.507
nlm,LLR,mlp,79,0.3925,0.23617574460466906,0.404,0.394,0.388,0.175,0.169
loan,ERM,mlp,12,0.8325,0.6662080724536358,0.34,0.331,0.329,0.249,0.24
loan,ERM,mlp,13,0.865,0.7310551064003342,0.297,0.289,0.287,0.17,0.165
imf,ROSS,lin,37,0.705,0.40946852166950254,0.053,0.017,0.01,0.044,0.01
imf,ROSS,lin,38,0.7375,0.47672529207569436,0.044,0.009,0.0,0.044,0.008
nlm,ERM,mlp,32,0.7525,0.4484276091371804,0.554,0.527,0.523,0.389,0.365
nlm,ERM,mlp,33,0.67,0.42841954566291574,0.634,0.615,0.603,0.439,0.405
compas,ROSS,mlp,65,0.5805668016194332,0.22659050371415732,0.287,0.235,0.221,0.067,0.016
loan,AL,mlp,79,0.795,0.592456660754739,0.267,0.26,0.257,0.187,0.18
loan,AL,mlp,7,0.8125,0.626436418607859,0.266,0.262,0.261,0.158,0.154
compas,LLR,mlp,95,0.6105263157894737,0.2122002969979838,0.382,0.355,0.347,0.043,0.008
compas,LLR,mlp,96,0.6461538461538462,0.25127579427005337,0.312,0.297,0.294,0.041,0.004
lin,ERM,lin,57,0.6125,0.23812448319920088,0.575,0.559,0.556,0.19,0.171
lin,ERM,lin,58,0.68,0.3120244830774406,0.461,0.438,0.436,0.164,0.138
adult,CAL,mlp,68,0.7903869778869779,0.5119415444594311,0.216,0.183,0.17,0.044,0.012
nlm,ROSS,mlp,11,0.7025,0.4157971093612132,0.596,0.575,0.57,0.431,0.381
nlm,ROSS,mlp,12,0.7275,0.505110881765195,0.565,0.544,0.537,0.406,0.379
compas,ROSS,mlp,7,0.6340080971659919,0.27193888941764915,0.244,0.196,0.183,0.068,0.009
compas,ROSS,mlp,80,0.6502024291497975,0.2974680402300725,0.25,0.19,0.173,0.083,0.018
adult,ERM,mlp,94,0.8006756756756757,0.5322366659084765,0.22,0.185,0.177,0.045,0.009
adult,ERM,mlp,95,0.8035933660933661,0.5315051220741063,0.196,0.167,0.163,0.041,0.008
nlm,CAPIFY,mlp,73,0.4525,0.2615127242372762,0.456,0.436,0.429,0.359,0.354
nlm,CAPIFY,mlp,74,0.455,0.28212571566354855,0.293,0.281,0.275,0.087,0.082
adult,CAPIFY,mlp,91,0.7891584766584766,0.4929810889902684,0.062,0.025,0.017,0.047,0.007
adult,CAPIFY,mlp,92,0.8020577395577395,0.5144820227179152,0.056,0.026,0.021,0.038,0.004
nlm,CAPIFY,mlp,15,0.715,0.21616548594399543,0.251,0.246,0.245,0.194,0.194
nlm,CAPIFY,mlp,16,0.4075,0.24456695189032285,0.361,0.339,0.336,0.231,0.221
adult,ERM,mlp,3,0.7953009828009828,0.524718799617512,0.261,0.241,0.236,0.037,0.003
compas,CAPIFY,mlp,77,0.637246963562753,0.26820202725880427,0.044,0.016,0.011,0.04,0.009
lin,CAL,lin,7,0.5875,0.18441863450538307,0.92,0.914,0.913,0.208,0.184
lin,CAL,lin,80,0.5925,0.1885210896464237,0.934,0.931,0.93,0.289,0.258
compas,AL,mlp,95,0.654251012145749,0.3150066604185392,0.165,0.132,0.119,0.039,0.011
compas,AL,mlp,96,0.6615384615384615,0.33216421018445497,0.193,0.159,0.15,0.032,0.006
adult,ROSS,mlp,89,0.6953316953316954,0.40466433654848544,0.184,0.094,0.066,0.093,0.028
adult,ROSS,mlp,8,0.6956388206388207,0.4108709445534268,0.286,0.17,0.147,0.129,0.028
lin,LLR,lin,59,0.6425,0.26077715112750405,0.34,0.338,0.338,0.328,0.328
loan,AL,mlp,75,0.7925,0.5836162124124971,0.301,0.295,0.295,0.206,0.199
loan,AL,mlp,76,0.8425,0.6867071801837491,0.28,0.27,0.27,0.184,0.178
compas,CAPIFY,mlp,4,0.6178137651821862,0.22462351332655617,0.055,0.019,0.01,0.041,0.006
compas,CAPIFY,mlp,50,0.5894736842105263,0.20340120441237763,0.06,0.026,0.015,0.047,0.016
compas,CAPIFY,mlp,46,0.6267206477732794,0.24796770883144137,0.048,0.02,0.014,0.04,0.007
compas,CAPIFY,mlp,47,0.605668016194332,0.21143057681475527,0.051,0.025,0.007,0.04,0.014
adult,CAPIFY,mlp,23,0.7848587223587223,0.48036661721324897,0.055,0.025,0.02,0.039,0.006
adult,CAPIFY,mlp,24,0.7648955773955773,0.46310850547524374,0.07,0.038,0.029,0.045,0.013
imf,ROSS,lin,54,0.7125,0.43143374873741047,0.039,0.018,0.012,0.026,0.007
imf,ROSS,lin,55,0.7275,0.4550336842868128,0.067,0.048,0.044,0.041,0.02
lin,AL,lin,34,0.595,0.19116003802485956,0.925,0.922,0.92,0.332,0.31
nlm,ERM,mlp,52,0.675,0.3962204539114105,0.584,0.566,0.561,0.409,0.367
nlm,ERM,mlp,53,0.695,0.4003932852501108,0.57,0.54,0.53,0.416,0.389
compas,ROSS,mlp,75,0.6647773279352227,0.3177876894565491,0.151,0.115,0.103,0.046,0.008
compas,ROSS,mlp,76,0.659919028340081,0.31741540860114703,0.128,0.089,0.082,0.047,0.013
nlm,CAL,mlp,75,0.3375,0.11169084769589303,0.668,0.651,0.649,0.316,0.284
nlm,CAL,mlp,76,0.3,0.10970680682690064,0.322,0.31,0.308,0.201,0.191
lin,CAPIFY,lin,52,0.625,0.2713744898576446,0.157,0.123,0.117,0.075,0.065
lin,CAPIFY,lin,53,0.565,0.16057951200739592,0.186,0.153,0.143,0.058,0.043
nlm,CAPIFY,mlp,41,0.4625,0.2815097631762256,0.359,0.347,0.342,0.225,0.215
nlm,CAPIFY,mlp,42,0.4025,0.23939223419635822,0.374,0.349,0.344,0.225,0.219
adult,CAL,mlp,33,0.8137285012285013,0.5380676521048792,0.234,0.188,0.175,0.043,0.011
adult,CAL,mlp,34,0.7888513513513513,0.5085733068994428,0.258,0.221,0.21,0.053,0.011
imf,AL,lin,27,0.615,0.2396771039400474,0.318,0.307,0.304,0.117,0.097
imf,AL,lin,28,0.615,0.23473973347181912,0.31,0.292,0.291,0.113,0.104
lin,LLR,lin,62,0.5975,0.22333038461838592,0.394,0.394,0.394,0.161,0.112
imf,LLR,lin,27,0.6975,0.41638460540478917,0.101,0.087,0.083,0.051,0.034
loan,CAL,mlp,23,0.65,0.3767063780503537,0.241,0.238,0.238,0.187,0.183
loan,CAL,mlp,24,0.6525,0.3485584116159101,0.316,0.313,0.313,0.227,0.223
adult,ROSS,mlp,20,0.7013206388206388,0.41684662987257987,0.239,0.114,0.078,0.134,0.028
loan,CAL,mlp,4,0.64,0.31621002184455915,0.247,0.242,0.241,0.197,0.19
loan,CAL,mlp,50,0.715,0.4473899332839823,0.253,0.247,0.244,0.19,0.18
adult,CAL,mlp,26,0.7985257985257985,0.5196966571524728,0.235,0.193,0.176,0.057,0.014
adult,CAL,mlp,27,0.8063574938574939,0.5272623585057286,0.233,0.19,0.184,0.055,0.01
imf,ROSS,lin,50,0.7325,0.4665521962837457,0.041,0.01,0.009,0.028,0.009
imf,ROSS,lin,51,0.715,0.43032182241004224,0.061,0.031,0.025,0.044,0.014
loan,CAPIFY,mlp,79,0.6625,0.33339802266343743,0.166,0.156,0.155,0.106,0.096
nlm,ROSS,mlp,56,0.7425,0.45193903143679165,0.494,0.471,0.467,0.37,0.344
nlm,ROSS,mlp,22,0.675,0.4526680524282067,0.643,0.618,0.614,0.513,0.482
nlm,ROSS,mlp,23,0.665,0.44205468482113147,0.66,0.64,0.637,0.495,0.452
imf,LLR,lin,9,0.5975,0.2516439517012071,0.327,0.311,0.305,0.158,0.145
imf,ROSS,lin,0,0.6775,0.3530728809138534,0.048,0.024,0.02,0.029,0.011
nlm,LLR,mlp,18,0.3975,0.2455991565247227,0.394,0.381,0.379,0.1,0.094
compas,CAL,mlp,94,0.665587044534413,0.33235085292414085,0.113,0.076,0.072,0.035,0.002
nlm,CAL,mlp,63,0.3275,0.1755509713384813,0.442,0.411,0.403,0.154,0.137
imf,AL,lin,97,0.605,0.20532997442464127,0.279,0.262,0.256,0.106,0.086
imf,AL,lin,98,0.64,0.2768244328613554,0.284,0.269,0.264,0.107,0.094
imf,CAL,lin,81,0.59,0.2424696019984862,0.235,0.226,0.224,0.125,0.12
imf,CAL,lin,82,0.6125,0.24331598908200433,0.388,0.379,0.376,0.188,0.177
imf,LLR,lin,96,0.7325,0.46890289536176066,0.07,0.055,0.05,0.026,0.017
imf,LLR,lin,97,0.69,0.37771101454826345,0.224,0.204,0.199,0.085,0.067
adult,CAL,mlp,45,0.7914619164619164,0.5126797468939703,0.229,0.191,0.179,0.048,0.01
lin,ERM,lin,47,0.7,0.36,0.448,0.437,0.434,0.202,0.18
lin,ERM,lin,48,0.7025,0.38301404538496303,0.38,0.37,0.369,0.161,0.144
lin,LLR,lin,79,0.64,0.19020864806510207,0.208,0.208,0.208,0.207,0.207
lin,LLR,lin,7,0.6575,0.24027879382783082,0.197,0.197,0.197,0.192,0.192
compas,AL,mlp,91,0.674493927125506,0.3344235065818601,0.208,0.182,0.171,0.038,0.01
compas,AL,mlp,92,0.6963562753036437,0.38155840567623034,0.141,0.111,0.1,0.041,0.008
compas,CAL,mlp,14,0.6793522267206478,0.35875358597039053,0.16,0.127,0.122,0.044,0.006
compas,CAL,mlp,15,0.682591093117409,0.35911978954050333,0.188,0.135,0.127,0.05,0.01
lin,CAPIFY,lin,24,0.6175,0.24047270901841547,0.235,0.2,0.194,0.087,0.073
lin,CAPIFY,lin,25,0.615,0.21233003811059115,0.132,0.101,0.09,0.066,0.05
lin,CAL,lin,63,0.6025,0.20658991212781658,0.932,0.929,0.928,0.297,0.273
lin,CAL,lin,64,0.6125,0.2284080225102521,0.927,0.922,0.92,0.277,0.248
lin,ROSS,lin,66,0.62,0.21933297747443214,0.471,0.451,0.448,0.107,0.096
lin,ROSS,lin,67,0.6975,0.372146526543531,0.465,0.446,0.441,0.105,0.091
compas,ROSS,mlp,4,0.5708502024291497,0.1643837323499593,0.301,0.246,0.234,0.066,0.011
compas,ROSS,mlp,50,0.6445344129554655,0.2727951969641321,0.282,0.217,0.2,0.092,0.02
compas,ROSS,mlp,52,0.594331983805668,0.2226110695595852,0.136,0.103,0.093,0.051,0.016
adult,LLR,mlp,9,0.777027027027027,0.48861242006498457,0.214,0.188,0.174,0.04,0.01
adult,ROSS,mlp,0,0.6713759213759214,0.3803664570145537,0.18,0.093,0.073,0.091,0.021
compas,LLR,mlp,60,0.6267206477732794,0.2453370546030423,0.378,0.356,0.352,0.04,0.006
compas,LLR,mlp,61,0.5959514170040486,0.2224947391223127,0.434,0.41,0.404,0.046,0.012
adult,CAPIFY,mlp,44,0.797911547911548,0.5052373957581496,0.063,0.032,0.025,0.043,0.007
adult,CAPIFY,mlp,45,0.8051289926289926,0.4895767136920838,0.066,0.03,0.024,0.041,0.006
adult,CAL,mlp,2,0.7883906633906634,0.5116007465772683,0.223,0.183,0.176,0.045,0.009
adult,CAL,mlp,30,0.7883906633906634,0.5089494385536403,0.232,0.189,0.177,0.054,0.015
compas,AL,mlp,77,0.6817813765182186,0.35909991457452606,0.168,0.137,0.124,0.043,0.011
compas,AL,mlp,78,0.6672064777327935,0.33250749039673744,0.168,0.145,0.136,0.036,0.005
imf,CAPIFY,lin,53,0.725,0.45232371794871795,0.03,0.007,0.002,0.025,0.003
nlm,AL,mlp,48,0.535,0.357755151244413,0.549,0.533,0.53,0.366,0.35
nlm,AL,mlp,49,0.625,0.3591123879574271,0.504,0.489,0.481,0.336,0.323
lin,CAPIFY,lin,17,0.66,0.2337671503049877,0.166,0.148,0.143,0.134,0.123
lin,CAPIFY,lin,18,0.645,0.24260545201378153,0.168,0.149,0.14,0.119,0.113
loan,LLR,mlp,8,0.645,0.2899383991221541,0.364,0.356,0.356,0.205,0.201
loan,LLR,mlp,90,0.7,0.4005602240896359,0.264,0.254,0.251,0.118,0.11
lin,CAL,lin,42,0.615,0.23524565201180503,0.922,0.92,0.918,0.231,0.203
lin,CAL,lin,43,0.615,0.2406565934333015,0.918,0.916,0.913,0.247,0.214
lin,CAL,lin,69,0.58,0.16136938156440803,0.915,0.911,0.911,0.211,0.192
lin,CAL,lin,75,0.6175,0.2343935784184628,0.919,0.911,0.91,0.312,0.282
lin,CAL,lin,77,0.61,0.24813746798000702,0.879,0.874,0.871,0.158,0.136
imf,CAPIFY,lin,1,0.7475,0.496049012731919,0.037,0.011,0.008,0.031,0.011
imf,CAPIFY,lin,20,0.7125,0.4248915439848685,0.044,0.008,0.003,0.042,0.008
compas,CAPIFY,mlp,23,0.6121457489878542,0.2210999776527379,0.05,0.021,0.013,0.043,0.011
compas,CAPIFY,mlp,24,0.6582995951417004,0.3115823058861172,0.052,0.018,0.012,0.041,0.008
imf,CAPIFY,lin,56,0.7375,0.4775092677286618,0.039,0.01,0.006,0.032,0.008
imf,CAPIFY,lin,57,0.72,0.44608642369925067,0.035,0.007,0.0,0.035,0.007
nlm,CAL,mlp,94,0.33,0.18954649681486238,0.275,0.258,0.257,0.189,0.186
nlm,CAL,mlp,95,0.31,0.17578076232766313,0.547,0.529,0.525,0.233,0.212
imf,CAPIFY,lin,45,0.695,0.42679868409018523,0.049,0.016,0.009,0.046,0.01
imf,CAPIFY,lin,46,0.7125,0.4220423508875751,0.046,0.008,0.001,0.046,0.008
imf,CAPIFY,lin,41,0.6875,0.37521097251598684,0.044,0.013,0.004,0.042,0.01
adult,LLR,mlp,13,0.7768734643734644,0.4985147961031394,0.214,0.185,0.173,0.041,0.01
adult,LLR,mlp,14,0.7675061425061425,0.48952844202665696,0.246,0.207,0.198,0.057,0.013
lin,CAL,lin,9,0.5925,0.19088254543371827,0.924,0.911,0.908,0.261,0.235
lin,CAPIFY,lin,0,0.6225,0.20949587860193328,0.203,0.166,0.16,0.089,0.083
adult,CAL,mlp,9,0.7828624078624079,0.523372555254361,0.235,0.205,0.194,0.051,0.013
adult,CAPIFY,mlp,0,0.774416461916462,0.4585551964723894,0.071,0.034,0.024,0.044,0.01
nlm,CAPIFY,mlp,45,0.41,0.2229483795774162,0.386,0.367,0.36,0.189,0.181
nlm,CAPIFY,mlp,46,0.43,0.22303733023583291,0.426,0.398,0.386,0.257,0.246
imf,CAL,lin,61,0.6475,0.3215557836229752,0.184,0.18,0.179,0.034,0.025
imf,CAL,lin,62,0.56,0.21185476124327393,0.192,0.187,0.186,0.048,0.037
compas,AL,mlp,31,0.6777327935222672,0.3513113779973053,0.219,0.188,0.18,0.045,0.009
compas,ERM,mlp,47,0.6761133603238867,0.33978259320293647,0.243,0.206,0.198,0.047,0.008
compas,ERM,mlp,48,0.6720647773279352,0.3323643196323476,0.286,0.249,0.235,0.053,0.015
compas,CAL,mlp,30,0.674493927125506,0.3455438610931878,0.129,0.095,0.085,0.049,0.01
nlm,ROSS,mlp,15,0.6925,0.4262968961853475,0.593,0.571,0.568,0.415,0.385
imf,ERM,lin,69,0.74,0.4787811783387237,0.052,0.025,0.023,0.03,0.016
imf,ERM,lin,6,0.7225,0.4476402520542218,0.063,0.034,0.027,0.035,0.019
loan,CAL,mlp,95,0.63,0.28229317210876054,0.268,0.259,0.258,0.207,0.199
compas,AL,mlp,21,0.6947368421052632,0.38729668662009537,0.196,0.157,0.149,0.046,0.008
imf,CAPIFY,lin,42,0.7425,0.4988309455772884,0.046,0.011,0.007,0.042,0.01
nlm,CAL,mlp,11,0.2975,0.16962862439799473,0.277,0.267,0.266,0.203,0.202
adult,AL,mlp,22,0.8028255528255528,0.5433635966086005,0.225,0.196,0.189,0.041,0.005
adult,AL,mlp,23,0.7922297297297297,0.5373077086352881,0.2,0.168,0.166,0.035,0.007
